column,tau,dimension,homology_dimension,birth,death,persistence,is_infinite
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
Lab1_G1_N3,3,4,0,0.0,0.30196844196049977,0.30196844196049977,false
