column,tau,dimension,uzal_cost
Lab1_G1_T638,37,3,NaN
Lab1_G1_T638,37,4,NaN
Lab1_G1_T638,37,5,NaN
Lab1_G1_T638,37,6,NaN
Lab1_G1_T638,37,7,NaN
Lab1_G1_T638,37,8,NaN
Lab1_G1_T638,38,3,NaN
Lab1_G1_T638,38,4,NaN
Lab1_G1_T638,38,5,NaN
Lab1_G1_T638,38,6,NaN
Lab1_G1_T638,38,7,NaN
Lab1_G1_T638,39,3,NaN
Lab1_G1_T638,39,4,NaN
Lab1_G1_T638,39,5,NaN
Lab1_G1_T638,39,6,NaN
Lab1_G1_T638,39,7,NaN
Lab1_G1_T638,40,3,NaN
Lab1_G1_T638,40,4,NaN
Lab1_G1_T638,40,5,NaN
Lab1_G1_T638,40,6,NaN
Lab1_G1_T638,41,3,NaN
Lab1_G1_T638,41,4,NaN
Lab1_G1_T638,41,5,NaN
Lab1_G1_T638,42,3,NaN
Lab1_G1_T638,42,4,NaN
Lab1_G1_T638,42,5,NaN
Lab1_G1_T638,43,3,NaN
Lab1_G1_T638,43,4,NaN
Lab1_G1_T638,43,5,NaN
Lab1_G1_T638,43,6,NaN
Lab1_G1_T638,44,3,NaN
Lab1_G1_T638,44,4,NaN
Lab1_G1_T638,44,5,NaN
Lab1_G1_T638,44,6,NaN
Lab1_G1_T638,45,3,NaN
Lab1_G1_T638,45,4,NaN
Lab1_G1_T638,45,5,NaN
Lab1_G1_T638,45,6,NaN
Lab1_G1_T638,45,7,NaN
Lab1_G1_T638,46,3,NaN
Lab1_G1_T638,46,4,NaN
Lab1_G1_T638,46,5,NaN
Lab1_G1_T638,47,3,NaN
Lab1_G1_T638,47,4,NaN
Lab1_G1_T638,47,5,NaN
Lab1_G1_T638,48,3,NaN
Lab1_G1_T638,48,4,NaN
Lab1_G1_T638,48,5,NaN
Lab1_G1_T638,48,6,NaN
Lab1_G1_T638,48,7,NaN
Lab1_G1_T638,49,3,NaN
Lab1_G1_T638,49,4,NaN
Lab1_G1_T638,49,5,NaN
Lab1_G1_T638,49,6,NaN
Lab1_G1_T638,49,7,NaN
Lab1_G1_T638,50,3,NaN
Lab1_G1_T638,50,4,NaN
Lab1_G1_T638,50,5,NaN
Lab1_G1_T638,50,6,NaN
Lab1_G1_T638,51,3,NaN
Lab1_G1_T638,51,4,NaN
Lab1_G1_T638,51,5,NaN
Lab1_G1_T638,51,6,NaN
Lab1_G1_T638,51,7,NaN
Lab1_G1_T638,51,8,NaN
Lab1_G1_T638,52,3,NaN
Lab1_G1_T638,52,4,NaN
Lab1_G1_T638,52,5,NaN
Lab1_G1_T638,52,6,NaN
Lab1_G1_T638,53,3,NaN
Lab1_G1_T638,53,4,NaN
Lab1_G1_T638,53,5,NaN
Lab1_G1_T638,53,6,NaN
Lab1_G1_T638,54,3,NaN
Lab1_G1_T638,54,4,NaN
Lab1_G1_T638,54,5,NaN
Lab1_G1_T638,55,3,NaN
Lab1_G1_T638,55,4,NaN
Lab1_G1_T638,55,5,NaN
Lab1_G1_T638,55,6,NaN
Lab1_G1_T638,56,3,NaN
Lab1_G1_T638,56,4,NaN
Lab1_G1_T638,56,5,NaN
Lab1_G1_T638,56,6,NaN
Lab1_G1_T638,57,3,NaN
Lab1_G1_T638,57,4,NaN
Lab1_G1_T638,57,5,NaN
Lab1_G1_T638,57,6,NaN
Lab1_G1_T638,58,3,NaN
Lab1_G1_T638,58,4,NaN
Lab1_G1_T638,58,5,NaN
Lab1_G1_T638,58,6,NaN
Lab1_G1_T638,59,3,NaN
Lab1_G1_T638,59,4,NaN
Lab1_G1_T638,59,5,NaN
Lab1_G1_T638,59,6,NaN
Lab1_G1_T638,60,3,NaN
Lab1_G1_T638,60,4,NaN
Lab1_G1_T638,60,5,NaN
Lab1_G1_T638,61,3,NaN
Lab1_G1_T638,61,4,NaN
Lab1_G1_T638,61,5,NaN
Lab1_G1_T638,62,3,NaN
Lab1_G1_T638,62,4,NaN
Lab1_G1_T638,62,5,NaN
Lab1_G1_T638,63,3,NaN
Lab1_G1_T638,63,4,NaN
Lab1_G1_T638,63,5,NaN
Lab1_G1_T638,64,3,NaN
Lab1_G1_T638,64,4,NaN
Lab1_G1_T638,64,5,NaN
Lab1_G1_T638,64,6,NaN
Lab1_G1_T638,64,7,NaN
Lab1_G1_T638,65,3,NaN
Lab1_G1_T638,65,4,NaN
Lab1_G1_T638,65,5,NaN
Lab1_G1_T638,65,6,NaN
Lab1_G1_T638,66,3,NaN
Lab1_G1_T638,66,4,NaN
Lab1_G1_T638,66,5,NaN
Lab1_G1_T638,67,3,NaN
Lab1_G1_T638,67,4,NaN
Lab1_G1_T638,67,5,NaN
Lab1_G1_T638,67,6,NaN
Lab1_G1_T638,67,7,NaN
Lab1_G1_T638,67,8,NaN
Lab1_G1_T638,68,3,NaN
Lab1_G1_T638,68,4,NaN
Lab1_G1_T638,68,5,NaN
Lab1_G1_T638,68,6,NaN
Lab1_G1_T638,69,3,NaN
Lab1_G1_T638,69,4,NaN
Lab1_G1_T638,69,5,NaN
Lab1_G1_T638,69,6,NaN
Lab1_G1_T638,70,3,NaN
Lab1_G1_T638,70,4,NaN
Lab1_G1_T638,70,5,NaN
Lab1_G1_T638,71,3,NaN
Lab1_G1_T638,71,4,NaN
Lab1_G1_T638,71,5,NaN
Lab1_G1_T638,71,6,NaN
Lab1_G1_T638,71,7,NaN
Lab1_G1_T638,72,3,NaN
Lab1_G1_T638,72,4,NaN
Lab1_G1_T638,72,5,NaN
Lab1_G1_T638,73,3,NaN
Lab1_G1_T638,73,4,NaN
Lab1_G1_T638,73,5,NaN
Lab1_G1_T638,73,6,NaN
Lab1_G1_T638,74,3,NaN
Lab1_G1_T638,74,4,NaN
Lab1_G1_T638,74,5,NaN
Lab1_G1_T638,74,6,NaN
Lab1_G1_T638,74,7,NaN
Lab1_G1_T638,74,8,NaN
Lab1_G1_T638,75,3,NaN
Lab1_G1_T638,75,4,NaN
Lab1_G1_T638,75,5,NaN
Lab1_G1_T638,75,6,NaN
Lab1_G1_T638,76,3,NaN
Lab1_G1_T638,76,4,NaN
Lab1_G1_T638,76,5,NaN
Lab1_G1_T638,76,6,NaN
Lab1_G1_T638,77,3,NaN
Lab1_G1_T638,77,4,NaN
Lab1_G1_T638,77,5,NaN
Lab1_G1_T638,77,6,NaN
Lab1_G1_T638,77,7,NaN
Lab1_G1_T638,78,3,NaN
Lab1_G1_T638,78,4,NaN
Lab1_G1_T638,78,5,NaN
Lab1_G1_T638,78,6,NaN
Lab1_G1_T638,79,3,NaN
Lab1_G1_T638,79,4,NaN
Lab1_G1_T638,79,5,NaN
Lab1_G1_T638,79,6,NaN
Lab1_G1_T638,80,3,NaN
Lab1_G1_T638,80,4,NaN
Lab1_G1_T638,80,5,NaN
Lab1_G1_T638,80,6,NaN
Lab1_G1_T638,81,3,NaN
Lab1_G1_T638,81,4,NaN
Lab1_G1_T638,81,5,NaN
Lab1_G1_T638,81,6,NaN
Lab1_G1_T638,81,7,NaN
Lab1_G1_T638,82,3,NaN
Lab1_G1_T638,82,4,NaN
Lab1_G1_T638,82,5,NaN
Lab1_G1_T638,82,6,NaN
Lab1_G1_T638,82,7,NaN
Lab1_G1_T638,83,3,NaN
Lab1_G1_T638,83,4,NaN
Lab1_G1_T638,83,5,NaN
Lab1_G1_T638,83,6,NaN
Lab1_G1_T638,83,7,NaN
Lab1_G1_T638,83,8,NaN
Lab1_G1_T638,84,3,NaN
Lab1_G1_T638,84,4,NaN
Lab1_G1_T638,84,5,NaN
Lab1_G1_T638,84,6,NaN
Lab1_G1_T638,84,7,NaN
Lab1_G1_T638,85,3,NaN
Lab1_G1_T638,85,4,NaN
Lab1_G1_T638,85,5,NaN
Lab1_G1_T638,85,6,NaN
Lab1_G1_T638,86,3,NaN
Lab1_G1_T638,86,4,NaN
Lab1_G1_T638,86,5,NaN
Lab1_G1_T638,86,6,NaN
Lab1_G1_T638,87,3,NaN
Lab1_G1_T638,87,4,NaN
Lab1_G1_T638,87,5,NaN
Lab1_G1_T638,88,3,NaN
Lab1_G1_T638,88,4,NaN
Lab1_G1_T638,88,5,NaN
Lab1_G1_T638,88,6,NaN
Lab1_G1_T638,88,7,NaN
Lab1_G1_T638,89,3,NaN
Lab1_G1_T638,89,4,NaN
Lab1_G1_T638,89,5,NaN
Lab1_G1_T638,90,3,NaN
Lab1_G1_T638,90,4,NaN
Lab1_G1_T638,90,5,NaN
Lab1_G1_T638,90,6,NaN
Lab1_G1_T638,91,3,NaN
Lab1_G1_T638,91,4,NaN
Lab1_G1_T638,91,5,NaN
Lab1_G1_T638,91,6,NaN
Lab1_G1_T638,91,7,NaN
Lab1_G1_T638,92,3,NaN
Lab1_G1_T638,92,4,NaN
Lab1_G1_T638,92,5,NaN
Lab1_G1_T638,92,6,NaN
Lab1_G1_T638,93,3,NaN
Lab1_G1_T638,93,4,NaN
Lab1_G1_T638,93,5,NaN
Lab1_G1_T638,93,6,NaN
Lab1_G1_T638,93,7,NaN
Lab1_G1_T638,94,3,NaN
Lab1_G1_T638,94,4,NaN
Lab1_G1_T638,94,5,NaN
Lab1_G1_T638,94,6,NaN
Lab1_G1_T638,95,3,NaN
Lab1_G1_T638,95,4,NaN
Lab1_G1_T638,95,5,NaN
Lab1_G1_T638,95,6,NaN
Lab1_G1_T638,95,7,NaN
Lab1_G1_T638,95,8,NaN
Lab1_G1_T638,95,9,NaN
Lab1_G1_T638,96,3,NaN
Lab1_G1_T638,96,4,NaN
Lab1_G1_T638,96,5,NaN
Lab1_G1_T638,96,6,NaN
Lab1_G1_T638,97,3,NaN
Lab1_G1_T638,97,4,NaN
Lab1_G1_T638,97,5,NaN
Lab1_G1_T638,97,6,NaN
Lab1_G1_T638,97,7,NaN
Lab1_G1_T638,97,8,NaN
Lab1_G1_T638,98,3,NaN
Lab1_G1_T638,98,4,NaN
Lab1_G1_T638,98,5,NaN
Lab1_G1_T638,98,6,NaN
Lab1_G1_T638,98,7,NaN
Lab1_G1_T638,99,3,NaN
Lab1_G1_T638,99,4,NaN
Lab1_G1_T638,99,5,NaN
Lab1_G1_T638,99,6,NaN
Lab1_G1_T638,99,7,NaN
Lab1_G1_T638,100,3,NaN
Lab1_G1_T638,100,4,NaN
Lab1_G1_T638,100,5,NaN
Lab1_G1_T638,100,6,NaN
Lab1_G1_T638,100,7,NaN
Lab1_G1_T638,100,8,NaN
Lab1_G1_T638,100,9,NaN
Lab1_G2_2F1,20,3,-0.9584632380997485
Lab1_G2_2F1,18,3,-0.9565050300038728
Lab1_G2_2F1,17,3,-0.9557045841147713
Lab1_G2_2F1,25,3,-0.9553320479866707
Lab1_G2_2F1,23,3,-0.9507330693286122
Lab1_G2_2F1,21,3,-0.9507113168487387
Lab1_G2_2F1,19,3,-0.950597366127706
Lab1_G2_2F1,24,3,-0.9495631927771703
Lab1_G2_2F1,27,3,-0.9494586534745183
Lab1_G2_2F1,28,3,-0.9488970618879579
Lab1_G2_2F1,26,3,-0.948873829452784
Lab1_G2_2F1,12,3,-0.9464472409717419
Lab1_G2_2F1,13,3,-0.946120086696925
Lab1_G2_2F1,31,3,-0.9460485801019117
Lab1_G2_2F1,39,3,-0.9437550729405016
Lab1_G2_2F1,33,3,-0.9437397611920373
Lab1_G2_2F1,15,3,-0.9433941287273051
Lab1_G2_2F1,34,3,-0.9431138616543153
Lab1_G2_2F1,37,3,-0.9415603351058929
Lab1_G2_2F1,32,3,-0.9411960780523172
Lab1_G2_2F1,16,3,-0.9408323837616578
Lab1_G2_2F1,35,3,-0.940257569601838
Lab1_G2_2F1,36,3,-0.9396396855313098
Lab1_G2_2F1,30,3,-0.9392050893076312
Lab1_G2_2F1,10,3,-0.9386964331069568
Lab1_G2_2F1,38,3,-0.9366571406465537
Lab1_G2_2F1,29,3,-0.9356370362798229
Lab1_G2_2F1,14,3,-0.9350375953679085
Lab1_G2_2F1,46,3,-0.9315118725740796
Lab1_G2_2F1,41,3,-0.9305796830711409
Lab1_G2_2F1,49,3,-0.9295304756078522
Lab1_G2_2F1,43,3,-0.929334292290951
Lab1_G2_2F1,11,3,-0.9286294306832238
Lab1_G2_2F1,40,3,-0.9279136171815487
Lab1_G2_2F1,42,3,-0.9264897287550984
Lab1_G2_2F1,45,3,-0.9254112885275886
Lab1_G2_2F1,52,3,-0.9247943874887861
Lab1_G2_2F1,50,3,-0.923903609534628
Lab1_G2_2F1,51,3,-0.9231631185848184
Lab1_G2_2F1,48,3,-0.9216952089317136
Lab1_G2_2F1,56,3,-0.9210608133380014
Lab1_G2_2F1,47,3,-0.9209796492241776
Lab1_G2_2F1,44,3,-0.9197050825414907
Lab1_G2_2F1,58,3,-0.9186847335841012
Lab1_G2_2F1,9,3,-0.9167603539041698
Lab1_G2_2F1,54,3,-0.9165554865682988
Lab1_G2_2F1,7,3,-0.9161822168914675
Lab1_G2_2F1,53,3,-0.91481809402598
Lab1_G2_2F1,69,3,-0.9145567882790582
Lab1_G2_2F1,8,3,-0.9131545755813485
Lab1_G2_2F1,16,4,-0.9129008836041373
Lab1_G2_2F1,68,3,-0.9123245152688858
Lab1_G2_2F1,55,3,-0.910662630264797
Lab1_G2_2F1,74,3,-0.9101706011928844
Lab1_G2_2F1,66,3,-0.9101650770967652
Lab1_G2_2F1,18,4,-0.9101464025221958
Lab1_G2_2F1,22,4,-0.9100073106731604
Lab1_G2_2F1,20,4,-0.9096695930913381
Lab1_G2_2F1,13,4,-0.9094917511211751
Lab1_G2_2F1,57,3,-0.9094821758983073
Lab1_G2_2F1,12,4,-0.9091377730798259
Lab1_G2_2F1,6,3,-0.9088293229360972
Lab1_G2_2F1,80,3,-0.9087575222756199
Lab1_G2_2F1,70,3,-0.9083795975942418
Lab1_G2_2F1,59,3,-0.9079723111859064
Lab1_G2_2F1,77,3,-0.9072711355929789
Lab1_G2_2F1,75,3,-0.907232695682287
Lab1_G2_2F1,93,3,-0.9066126390888404
Lab1_G2_2F1,19,4,-0.906505480533659
Lab1_G2_2F1,14,4,-0.9056474223791579
Lab1_G2_2F1,78,3,-0.905583577503136
Lab1_G2_2F1,63,3,-0.905573985254162
Lab1_G2_2F1,65,3,-0.905385177810204
Lab1_G2_2F1,94,3,-0.9053478552860244
Lab1_G2_2F1,72,3,-0.9052966996177831
Lab1_G2_2F1,73,3,-0.9051875046724681
Lab1_G2_2F1,15,4,-0.904839222970104
Lab1_G2_2F1,23,4,-0.9045692644468993
Lab1_G2_2F1,21,4,-0.9044244129964363
Lab1_G2_2F1,17,4,-0.9042367191789508
Lab1_G2_2F1,29,4,-0.9041310333786254
Lab1_G2_2F1,79,3,-0.9039419986149738
Lab1_G2_2F1,76,3,-0.9033117695380372
Lab1_G2_2F1,67,3,-0.9030381375633701
Lab1_G2_2F1,97,3,-0.9028757784250212
Lab1_G2_2F1,27,4,-0.9022384765216515
Lab1_G2_2F1,25,4,-0.9018846366831975
Lab1_G2_2F1,84,3,-0.90134906569559
Lab1_G2_2F1,62,3,-0.9007273333202976
Lab1_G2_2F1,87,3,-0.9006983650825664
Lab1_G2_2F1,71,3,-0.9005348842819582
Lab1_G2_2F1,89,3,-0.9003436810364819
Lab1_G2_2F1,61,3,-0.9002967416592536
Lab1_G2_2F1,32,4,-0.9002100528608602
Lab1_G2_2F1,24,4,-0.8998040731304824
Lab1_G2_2F1,88,3,-0.8993277131330172
Lab1_G2_2F1,64,3,-0.8993169597029316
Lab1_G2_2F1,30,4,-0.8990816999072263
Lab1_G2_2F1,10,4,-0.8987615523529456
Lab1_G2_2F1,81,3,-0.8987507782746462
Lab1_G2_2F1,90,3,-0.8975115457267955
Lab1_G2_2F1,100,3,-0.8974613408563006
Lab1_G2_2F1,26,4,-0.8974602527567941
Lab1_G2_2F1,85,3,-0.8973591152797831
Lab1_G2_2F1,98,3,-0.89735792028898
Lab1_G2_2F1,5,3,-0.8973006992165203
Lab1_G2_2F1,92,3,-0.8969902750347503
Lab1_G2_2F1,86,3,-0.8968033718542189
Lab1_G2_2F1,9,4,-0.8958478072554256
Lab1_G2_2F1,36,4,-0.8945216102841866
Lab1_G2_2F1,99,3,-0.8944219322092262
Lab1_G2_2F1,33,4,-0.8943266507086924
Lab1_G2_2F1,83,3,-0.8942691890471343
Lab1_G2_2F1,34,4,-0.8939451304272964
Lab1_G2_2F1,82,3,-0.893137089041214
Lab1_G2_2F1,31,4,-0.8929466714665198
Lab1_G2_2F1,35,4,-0.8928291422030238
Lab1_G2_2F1,91,3,-0.8926206240243933
Lab1_G2_2F1,37,4,-0.8925432373015493
Lab1_G2_2F1,38,4,-0.8923958037414067
Lab1_G2_2F1,28,4,-0.8918915444568967
Lab1_G2_2F1,39,4,-0.8915389514844454
Lab1_G2_2F1,60,3,-0.8905344797313343
Lab1_G2_2F1,11,4,-0.8880353523243915
Lab1_G2_2F1,3,3,-0.887575665849427
Lab1_G2_2F1,40,4,-0.8869888819124397
Lab1_G2_2F1,8,4,-0.885969600903683
Lab1_G2_2F1,95,3,-0.8846686335712195
Lab1_G2_2F1,12,5,-0.8826743561243826
Lab1_G2_2F1,43,4,-0.8826561471832695
Lab1_G2_2F1,41,4,-0.882515993954956
Lab1_G2_2F1,96,3,-0.8820283290320434
Lab1_G2_2F1,44,4,-0.8805410413635383
Lab1_G2_2F1,7,4,-0.8799656205749037
Lab1_G2_2F1,13,5,-0.8790850399144876
Lab1_G2_2F1,2,3,-0.8790569796910025
Lab1_G2_2F1,42,4,-0.8778985556261525
Lab1_G2_2F1,45,4,-0.8778983857245131
Lab1_G2_2F1,16,5,-0.877609639466051
Lab1_G2_2F1,49,4,-0.8771612099537984
Lab1_G2_2F1,6,4,-0.8771365379412847
Lab1_G2_2F1,18,5,-0.8765911995238641
Lab1_G2_2F1,14,5,-0.876180151486058
Lab1_G2_2F1,20,5,-0.8758778559307839
Lab1_G2_2F1,47,4,-0.8747699178745496
Lab1_G2_2F1,15,5,-0.8745422693911156
Lab1_G2_2F1,19,5,-0.8745033491329247
Lab1_G2_2F1,17,5,-0.8736699385498967
Lab1_G2_2F1,10,5,-0.8731799379815801
Lab1_G2_2F1,46,4,-0.8716775741340986
Lab1_G2_2F1,22,5,-0.8705283648363581
Lab1_G2_2F1,51,4,-0.870033644525881
Lab1_G2_2F1,11,5,-0.8697352328448265
Lab1_G2_2F1,56,4,-0.8693491362632354
Lab1_G2_2F1,52,4,-0.8687342094490806
Lab1_G2_2F1,48,4,-0.8679805987211008
Lab1_G2_2F1,21,5,-0.8679131787049635
Lab1_G2_2F1,9,5,-0.8665787084655399
Lab1_G2_2F1,23,5,-0.8662947182836609
Lab1_G2_2F1,4,3,-0.8661268323155393
Lab1_G2_2F1,53,4,-0.8659362457996587
Lab1_G2_2F1,50,4,-0.8650563279742409
Lab1_G2_2F1,1,3,-0.8649020496329621
Lab1_G2_2F1,68,4,-0.8639158131592183
Lab1_G2_2F1,27,5,-0.8638296276084284
Lab1_G2_2F1,58,4,-0.8634047403942172
Lab1_G2_2F1,36,5,-0.8631538293341116
Lab1_G2_2F1,57,4,-0.8620147615175254
Lab1_G2_2F1,55,4,-0.8616272471067239
Lab1_G2_2F1,8,5,-0.8610334230700011
Lab1_G2_2F1,25,5,-0.8606458242554264
Lab1_G2_2F1,37,5,-0.8603932191396093
Lab1_G2_2F1,74,4,-0.8600176466837951
Lab1_G2_2F1,28,5,-0.8598317430195939
Lab1_G2_2F1,12,6,-0.8594748733257092
Lab1_G2_2F1,29,5,-0.8591901504589008
Lab1_G2_2F1,32,5,-0.8587387951852952
Lab1_G2_2F1,35,5,-0.8584290816937008
Lab1_G2_2F1,5,4,-0.85801525464732
Lab1_G2_2F1,34,5,-0.8579147729307102
Lab1_G2_2F1,70,4,-0.8578304939342063
Lab1_G2_2F1,26,5,-0.8577746790447547
Lab1_G2_2F1,67,4,-0.8575987194746236
Lab1_G2_2F1,24,5,-0.8572903167108413
Lab1_G2_2F1,73,4,-0.8551010865107143
Lab1_G2_2F1,54,4,-0.8543874682251189
Lab1_G2_2F1,62,4,-0.853975695162613
Lab1_G2_2F1,72,4,-0.8537939242594431
Lab1_G2_2F1,13,6,-0.8536451286891756
Lab1_G2_2F1,33,5,-0.8535952220791013
Lab1_G2_2F1,31,5,-0.8534903215312071
Lab1_G2_2F1,30,5,-0.8533627671044557
Lab1_G2_2F1,69,4,-0.8532588729529589
Lab1_G2_2F1,59,4,-0.8531072009494651
Lab1_G2_2F1,60,4,-0.8531032448930752
Lab1_G2_2F1,65,4,-0.8528460832844738
Lab1_G2_2F1,7,5,-0.8526708755415827
Lab1_G2_2F1,71,4,-0.8523766435552961
Lab1_G2_2F1,75,4,-0.8516720223024367
Lab1_G2_2F1,77,4,-0.8513368918162049
Lab1_G2_2F1,76,4,-0.8507646627918517
Lab1_G2_2F1,64,4,-0.8507331196536739
Lab1_G2_2F1,61,4,-0.8502459877733047
Lab1_G2_2F1,38,5,-0.8496858500366892
Lab1_G2_2F1,9,6,-0.8496380915071556
Lab1_G2_2F1,63,4,-0.8495375124811663
Lab1_G2_2F1,11,6,-0.8493550571591366
Lab1_G2_2F1,39,5,-0.8487328442629753
Lab1_G2_2F1,84,4,-0.8486259979668569
Lab1_G2_2F1,14,6,-0.847827035555344
Lab1_G2_2F1,16,6,-0.8476715211245783
Lab1_G2_2F1,66,4,-0.8472444499312992
Lab1_G2_2F1,81,4,-0.8466574418169615
Lab1_G2_2F1,82,4,-0.8463155472186186
Lab1_G2_2F1,10,6,-0.8454232049226752
Lab1_G2_2F1,18,6,-0.8448799588014448
Lab1_G2_2F1,78,4,-0.8447904756464533
Lab1_G2_2F1,80,4,-0.8447803845491014
Lab1_G2_2F1,6,5,-0.8445047906129554
Lab1_G2_2F1,88,4,-0.8437907135432292
Lab1_G2_2F1,19,6,-0.843336679221685
Lab1_G2_2F1,5,5,-0.8431773537574829
Lab1_G2_2F1,79,4,-0.842531116837978
Lab1_G2_2F1,40,5,-0.8423390912548725
Lab1_G2_2F1,4,4,-0.8422856788805859
Lab1_G2_2F1,87,4,-0.8415975319711821
Lab1_G2_2F1,44,5,-0.8413114745991751
Lab1_G2_2F1,89,4,-0.8400490674917684
Lab1_G2_2F1,41,5,-0.8396379848612023
Lab1_G2_2F1,42,5,-0.839571638271852
Lab1_G2_2F1,90,4,-0.8392017440274857
Lab1_G2_2F1,21,6,-0.8389859298159849
Lab1_G2_2F1,97,4,-0.8387800833433618
Lab1_G2_2F1,45,5,-0.8386262299571333
Lab1_G2_2F1,98,4,-0.8385917786581197
Lab1_G2_2F1,20,6,-0.8385725130510996
Lab1_G2_2F1,17,6,-0.8384792747330572
Lab1_G2_2F1,15,6,-0.8377454301389342
Lab1_G2_2F1,83,4,-0.837533234238063
Lab1_G2_2F1,46,5,-0.8373209446020249
Lab1_G2_2F1,85,4,-0.8367125232691512
Lab1_G2_2F1,96,4,-0.8360528995344328
Lab1_G2_2F1,27,6,-0.8355128296844446
Lab1_G2_2F1,23,6,-0.8351501572774723
Lab1_G2_2F1,7,6,-0.8346359346378404
Lab1_G2_2F1,92,4,-0.8345544515199627
Lab1_G2_2F1,99,4,-0.8336145135634013
Lab1_G2_2F1,22,6,-0.8335647944005099
Lab1_G2_2F1,91,4,-0.8335565532905391
Lab1_G2_2F1,100,4,-0.8335046730902481
Lab1_G2_2F1,8,6,-0.8334453688594492
Lab1_G2_2F1,94,4,-0.8333115914661221
Lab1_G2_2F1,86,4,-0.8331642577951172
Lab1_G2_2F1,93,4,-0.8328598184847269
Lab1_G2_2F1,12,7,-0.8323121045743744
Lab1_G2_2F1,43,5,-0.832173795427419
Lab1_G2_2F1,47,5,-0.8317696024715981
Lab1_G2_2F1,9,7,-0.8313547183730604
Lab1_G2_2F1,25,6,-0.8308545282698645
Lab1_G2_2F1,48,5,-0.8301604813744171
Lab1_G2_2F1,95,4,-0.8292668822165234
Lab1_G2_2F1,32,6,-0.8291317001358068
Lab1_G2_2F1,36,6,-0.8289605416961087
Lab1_G2_2F1,49,5,-0.8288268067808859
Lab1_G2_2F1,37,6,-0.8287779644600689
Lab1_G2_2F1,11,7,-0.8286015237849633
Lab1_G2_2F1,51,5,-0.8285183652778763
Lab1_G2_2F1,24,6,-0.8274419816814947
Lab1_G2_2F1,3,4,-0.8272726635878958
Lab1_G2_2F1,54,5,-0.8269129747165173
Lab1_G2_2F1,10,7,-0.8264689916985202
Lab1_G2_2F1,50,5,-0.826461172245059
Lab1_G2_2F1,33,6,-0.8257432620756308
Lab1_G2_2F1,28,6,-0.8252542402797601
Lab1_G2_2F1,29,6,-0.8251723348347179
Lab1_G2_2F1,8,7,-0.8245958589916563
Lab1_G2_2F1,55,5,-0.823517596805865
Lab1_G2_2F1,52,5,-0.8234666895248988
Lab1_G2_2F1,34,6,-0.8233583098505913
Lab1_G2_2F1,6,6,-0.8232600186966313
Lab1_G2_2F1,56,5,-0.8229723885093293
Lab1_G2_2F1,57,5,-0.8229707675038346
Lab1_G2_2F1,53,5,-0.8227310725242782
Lab1_G2_2F1,26,6,-0.822181073863899
Lab1_G2_2F1,18,7,-0.8209839521777549
Lab1_G2_2F1,35,6,-0.8207608863033925
Lab1_G2_2F1,30,6,-0.8207053414910866
Lab1_G2_2F1,68,5,-0.8203626004623098
Lab1_G2_2F1,4,5,-0.8198974714038297
Lab1_G2_2F1,13,7,-0.8198791008778354
Lab1_G2_2F1,58,5,-0.8191570437650343
Lab1_G2_2F1,16,7,-0.8187156559241647
Lab1_G2_2F1,2,4,-0.8184946733627687
Lab1_G2_2F1,14,7,-0.8183277051007953
Lab1_G2_2F1,17,7,-0.8174651235338233
Lab1_G2_2F1,66,5,-0.8168738931363834
Lab1_G2_2F1,39,6,-0.8159763073617348
Lab1_G2_2F1,61,5,-0.8159608289222673
Lab1_G2_2F1,38,6,-0.8156267098644989
Lab1_G2_2F1,59,5,-0.8155256403990382
Lab1_G2_2F1,31,6,-0.8154588809046083
Lab1_G2_2F1,5,6,-0.8148062828402839
Lab1_G2_2F1,40,6,-0.8146465262539223
Lab1_G2_2F1,7,7,-0.8142513188956519
Lab1_G2_2F1,72,5,-0.8139350519504832
Lab1_G2_2F1,67,5,-0.8139290111696643
Lab1_G2_2F1,20,7,-0.8136606211594982
Lab1_G2_2F1,8,8,-0.8136412630795296
Lab1_G2_2F1,15,7,-0.8134141274217883
Lab1_G2_2F1,70,5,-0.8132087502875935
Lab1_G2_2F1,19,7,-0.8128223541252658
Lab1_G2_2F1,44,6,-0.8122575737222678
Lab1_G2_2F1,22,7,-0.811304724282963
Lab1_G2_2F1,74,5,-0.810932738929595
Lab1_G2_2F1,81,5,-0.8108668221332757
Lab1_G2_2F1,64,5,-0.8106715074465894
Lab1_G2_2F1,60,5,-0.8106225403794491
Lab1_G2_2F1,11,8,-0.8106126548614143
Lab1_G2_2F1,62,5,-0.8104238568397407
Lab1_G2_2F1,6,7,-0.8102774713303351
Lab1_G2_2F1,41,6,-0.8102327400402428
Lab1_G2_2F1,71,5,-0.8099899999129466
Lab1_G2_2F1,1,4,-0.8096644949936042
Lab1_G2_2F1,10,8,-0.8088008113356793
Lab1_G2_2F1,75,5,-0.8087059100921097
Lab1_G2_2F1,63,5,-0.8086397618445555
Lab1_G2_2F1,45,6,-0.808525660687877
Lab1_G2_2F1,65,5,-0.808488348611299
Lab1_G2_2F1,80,5,-0.8084772643231727
Lab1_G2_2F1,23,7,-0.8082408071198409
Lab1_G2_2F1,69,5,-0.8079940259737538
Lab1_G2_2F1,73,5,-0.8078461539973981
Lab1_G2_2F1,78,5,-0.8075729700669945
Lab1_G2_2F1,21,7,-0.8067222052445963
Lab1_G2_2F1,9,8,-0.8060893562370604
Lab1_G2_2F1,27,7,-0.8053113590688057
Lab1_G2_2F1,83,5,-0.8052711644530725
