column,tau,dimension,uzal_cost
Lab1_G3_V1,62,9,-0.7383817311455584
Lab1_G3_V1,96,10,-0.7380887387922203
Lab1_G3_V1,66,9,-0.7379491029521362
Lab1_G3_V1,38,12,-0.7375183883935743
Lab1_G3_V1,54,12,-0.7372299620900972
Lab1_G3_V1,60,11,-0.7370776135944515
Lab1_G3_V1,3,10,-0.7367853236244661
Lab1_G3_V1,48,10,-0.7367610673940882
Lab1_G3_V1,73,8,-0.7364153679146089
Lab1_G3_V1,62,10,-0.7363669202899588
Lab1_G3_V1,34,11,-0.7363177351982639
Lab1_G3_V1,85,9,-0.7362775094741996
Lab1_G3_V1,44,12,-0.7362552615387108
Lab1_G3_V1,84,9,-0.7361155788680748
Lab1_G3_V1,53,10,-0.7360770772805858
Lab1_G3_V1,87,10,-0.7356597984522542
Lab1_G3_V1,76,10,-0.7355750832419373
Lab1_G3_V1,73,9,-0.7353313461403996
Lab1_G3_V1,81,8,-0.735198454814013
Lab1_G3_V1,91,12,-0.7348964929883526
Lab1_G3_V1,64,11,-0.7348298768810198
Lab1_G3_V1,60,12,-0.73482412776701
Lab1_G3_V1,81,12,-0.7348194305912522
Lab1_G3_V1,63,10,-0.7346897003894379
Lab1_G3_V1,72,9,-0.7346059499187818
Lab1_G3_V1,68,10,-0.7343530988989918
Lab1_G3_V1,41,11,-0.7342017796374269
Lab1_G3_V1,100,10,-0.7342003709905097
Lab1_G3_V1,66,12,-0.7341407499113419
Lab1_G3_V1,83,11,-0.7340839972982335
Lab1_G3_V1,81,9,-0.7340005250151485
Lab1_G3_V1,55,11,-0.7338910351714378
Lab1_G3_V1,46,11,-0.7335999900016507
Lab1_G3_V1,61,9,-0.7335726224731002
Lab1_G3_V1,97,10,-0.7335270962034053
Lab1_G3_V1,63,11,-0.7334113573001216
Lab1_G3_V1,91,11,-0.7331654450767694
Lab1_G3_V1,48,9,-0.7328118749133494
Lab1_G3_V1,56,10,-0.7328046905853706
Lab1_G3_V1,56,12,-0.7326166670886696
Lab1_G3_V1,72,10,-0.7325383082916623
Lab1_G3_V1,73,11,-0.7324923417517896
Lab1_G3_V1,65,11,-0.7324457417435941
Lab1_G3_V1,83,12,-0.7323585611249105
Lab1_G3_V1,61,11,-0.7323265879738746
Lab1_G3_V1,42,11,-0.7322718013818125
Lab1_G3_V1,58,11,-0.7322621374055517
Lab1_G3_V1,47,12,-0.7321192520392025
Lab1_G3_V1,100,11,-0.7320694821591293
Lab1_G3_V1,83,10,-0.7319086185087023
Lab1_G3_V1,84,11,-0.7318852337867922
Lab1_G3_V1,78,11,-0.7317877880289316
Lab1_G3_V1,2,9,-0.7317162110057853
Lab1_G3_V1,39,11,-0.7317065431160313
Lab1_G3_V1,76,11,-0.7316242855896353
Lab1_G3_V1,45,12,-0.7315118319720462
Lab1_G3_V1,40,11,-0.7314966505470225
Lab1_G3_V1,80,9,-0.7313810128098323
Lab1_G3_V1,64,12,-0.731053642630302
Lab1_G3_V1,68,9,-0.7301203392367988
Lab1_G3_V1,57,9,-0.7301010492043766
Lab1_G3_V1,54,11,-0.7299454930358283
Lab1_G3_V1,80,10,-0.7298864545410388
Lab1_G3_V1,61,12,-0.7297988230437266
Lab1_G3_V1,53,11,-0.7296767733222819
Lab1_G3_V1,42,12,-0.7291240110598746
Lab1_G3_V1,72,12,-0.7289782407420416
Lab1_G3_V1,67,11,-0.7289605545454667
Lab1_G3_V1,84,12,-0.7287306828756737
Lab1_G3_V1,89,12,-0.7282920450125193
Lab1_G3_V1,65,12,-0.7281379863335719
Lab1_G3_V1,40,12,-0.7277492206451004
Lab1_G3_V1,62,11,-0.7273411391168464
Lab1_G3_V1,69,12,-0.7270576027870385
Lab1_G3_V1,58,12,-0.7266836289754955
Lab1_G3_V1,88,10,-0.7264363108038502
Lab1_G3_V1,90,10,-0.7262743743654954
Lab1_G3_V1,78,12,-0.7262130064492434
Lab1_G3_V1,90,12,-0.7254513069395853
Lab1_G3_V1,63,12,-0.7251909740640711
Lab1_G3_V1,61,10,-0.724976670395496
Lab1_G3_V1,68,11,-0.7249507880141784
Lab1_G3_V1,82,12,-0.7248596178760347
Lab1_G3_V1,3,12,-0.7248458191429997
Lab1_G3_V1,68,12,-0.7246459573028198
Lab1_G3_V1,95,12,-0.7242255310471502
Lab1_G3_V1,48,11,-0.7240448707017226
Lab1_G3_V1,72,11,-0.7239545232035642
Lab1_G3_V1,69,10,-0.7237019604905179
Lab1_G3_V1,88,12,-0.7234510654374408
Lab1_G3_V1,69,11,-0.7233742021751406
Lab1_G3_V1,100,12,-0.7233680560890188
Lab1_G3_V1,46,12,-0.7229699524922214
Lab1_G3_V1,39,12,-0.7221495673248639
Lab1_G3_V1,67,12,-0.7218445066595772
Lab1_G3_V1,53,12,-0.7215917784409439
Lab1_G3_V1,76,12,-0.7206904339709302
Lab1_G3_V1,48,12,-0.7203944368778828
Lab1_G3_V1,41,12,-0.720316706831898
Lab1_G3_V1,62,12,-0.7200511889081845
Lab1_G3_V1,57,11,-0.7198520393245259
Lab1_G3_V1,87,11,-0.719518146115543
Lab1_G3_V1,88,11,-0.7190326865072275
Lab1_G3_V1,73,12,-0.7183603616204494
Lab1_G3_V1,85,10,-0.7181962273884575
Lab1_G3_V1,2,10,-0.7174570098484251
Lab1_G3_V1,85,12,-0.7147812133817507
Lab1_G3_V1,57,10,-0.714204281829901
Lab1_G3_V1,90,11,-0.7134194354186736
Lab1_G3_V1,87,12,-0.7120607617581822
Lab1_G3_V1,2,11,-0.7117171493415876
Lab1_G3_V1,86,11,-0.7088352262428478
Lab1_G3_V1,86,10,-0.7088023571555908
Lab1_G3_V1,85,11,-0.7080203206959557
Lab1_G3_V1,57,12,-0.7074105802316171
Lab1_G3_V1,2,12,-0.7052920988181887
Lab1_G3_V1,1,8,-0.704582938965782
Lab1_G3_V1,86,12,-0.6997936934268721
Lab1_G3_V1,1,9,-0.6889935142869557
Lab1_G3_V1,1,10,-0.6793337992990756
Lab1_G3_V1,1,11,-0.6631719016493357
Lab1_G3_V1,1,12,-0.6521448250375146
Lab1_G3_V2,19,3,-1.517626660150471
Lab1_G3_V2,8,3,-1.5157293941487435
Lab1_G3_V2,17,3,-1.5128854381070396
Lab1_G3_V2,28,3,-1.5125116964204186
Lab1_G3_V2,39,3,-1.5112744587134848
Lab1_G3_V2,20,3,-1.5107708645766387
Lab1_G3_V2,26,3,-1.5107059724953922
Lab1_G3_V2,22,3,-1.5106283649604864
Lab1_G3_V2,24,3,-1.5105801839893034
Lab1_G3_V2,38,3,-1.510459061922204
Lab1_G3_V2,34,3,-1.5101845574970398
Lab1_G3_V2,30,3,-1.509721568237005
Lab1_G3_V2,29,3,-1.5093883233241236
Lab1_G3_V2,18,3,-1.5093738555966014
Lab1_G3_V2,40,3,-1.5092910224426075
Lab1_G3_V2,35,3,-1.5089515162667717
Lab1_G3_V2,36,3,-1.5086702536254388
Lab1_G3_V2,13,3,-1.5086677996148172
Lab1_G3_V2,16,3,-1.5085853786904861
Lab1_G3_V2,21,3,-1.508538757346741
Lab1_G3_V2,27,3,-1.5083530996108045
Lab1_G3_V2,23,3,-1.5083324666735676
Lab1_G3_V2,37,3,-1.5082460866630278
Lab1_G3_V2,33,3,-1.5080522124364593
Lab1_G3_V2,14,3,-1.5079879942614545
Lab1_G3_V2,25,3,-1.5079434003265628
Lab1_G3_V2,32,3,-1.5064900226941553
Lab1_G3_V2,57,3,-1.5058264554870233
Lab1_G3_V2,41,3,-1.5057570828220819
Lab1_G3_V2,50,3,-1.505714070806381
Lab1_G3_V2,42,3,-1.5056872986238519
Lab1_G3_V2,58,3,-1.505349255991169
Lab1_G3_V2,44,3,-1.5052991339370734
Lab1_G3_V2,31,3,-1.5051864246006015
Lab1_G3_V2,78,3,-1.5051263297716257
Lab1_G3_V2,9,3,-1.5049019809048554
Lab1_G3_V2,61,3,-1.504894878023888
Lab1_G3_V2,49,3,-1.5048323733383249
Lab1_G3_V2,52,3,-1.5046051170321915
Lab1_G3_V2,7,3,-1.5044971214457012
Lab1_G3_V2,95,3,-1.5043633634052667
Lab1_G3_V2,15,3,-1.5043081071847166
Lab1_G3_V2,45,3,-1.5042203096533306
Lab1_G3_V2,99,3,-1.5041500712450726
Lab1_G3_V2,48,3,-1.5041232626956027
Lab1_G3_V2,11,3,-1.5041083723722304
Lab1_G3_V2,10,3,-1.5038309514899382
Lab1_G3_V2,72,3,-1.5037599933953907
Lab1_G3_V2,12,3,-1.5034309462975932
Lab1_G3_V2,76,3,-1.5033734538124686
Lab1_G3_V2,98,3,-1.503314103141448
Lab1_G3_V2,80,3,-1.5032389617182578
Lab1_G3_V2,46,3,-1.5031574946830586
Lab1_G3_V2,66,3,-1.5030439172230379
Lab1_G3_V2,53,3,-1.5029357571068607
Lab1_G3_V2,51,3,-1.5028716551694943
Lab1_G3_V2,93,3,-1.5027006135927157
Lab1_G3_V2,100,3,-1.5025059989293135
Lab1_G3_V2,94,3,-1.5023142754715153
Lab1_G3_V2,83,3,-1.502256180374081
Lab1_G3_V2,62,3,-1.5022558539772266
Lab1_G3_V2,71,3,-1.5020305310472861
Lab1_G3_V2,96,3,-1.5020118688712885
Lab1_G3_V2,79,3,-1.5018426867831496
Lab1_G3_V2,91,3,-1.5018092851732676
Lab1_G3_V2,63,3,-1.5017120324864222
Lab1_G3_V2,59,3,-1.5016970227670312
Lab1_G3_V2,77,3,-1.5016651528671867
Lab1_G3_V2,86,3,-1.5016596579800796
Lab1_G3_V2,65,3,-1.5016293790136195
Lab1_G3_V2,55,3,-1.5015246858027353
Lab1_G3_V2,54,3,-1.501331103612272
Lab1_G3_V2,97,3,-1.5013273225201853
Lab1_G3_V2,73,3,-1.501125949608525
Lab1_G3_V2,56,3,-1.5010227660668296
Lab1_G3_V2,81,3,-1.5009668880056823
Lab1_G3_V2,60,3,-1.5006554002211594
Lab1_G3_V2,90,3,-1.500597835723895
Lab1_G3_V2,88,3,-1.5004773737583543
Lab1_G3_V2,47,3,-1.5004669217844377
Lab1_G3_V2,75,3,-1.500462006860106
Lab1_G3_V2,70,3,-1.5004528556148993
Lab1_G3_V2,69,3,-1.5004336397635119
Lab1_G3_V2,87,3,-1.5002548626207302
Lab1_G3_V2,89,3,-1.500152914666235
Lab1_G3_V2,92,3,-1.5000526798798746
Lab1_G3_V2,3,3,-1.5000048390889034
Lab1_G3_V2,82,3,-1.4998095777649942
Lab1_G3_V2,64,3,-1.4997247028795344
Lab1_G3_V2,84,3,-1.498754276622334
Lab1_G3_V2,68,3,-1.4982703058941316
Lab1_G3_V2,85,3,-1.4982409537796526
Lab1_G3_V2,43,3,-1.498059977752169
Lab1_G3_V2,74,3,-1.4976755750494644
Lab1_G3_V2,67,3,-1.4975061484912642
Lab1_G3_V2,4,3,-1.4971253057006737
Lab1_G3_V2,5,3,-1.4959323521261532
Lab1_G3_V2,2,3,-1.495906375104068
Lab1_G3_V2,6,3,-1.4957352088748752
Lab1_G3_V2,1,3,-1.485627120400579
Lab1_G3_V2,11,4,-1.4555635516069132
Lab1_G3_V2,13,4,-1.4551209440468267
Lab1_G3_V2,22,4,-1.4545016234450805
Lab1_G3_V2,19,4,-1.4543814349998774
Lab1_G3_V2,15,4,-1.4536798224069492
Lab1_G3_V2,14,4,-1.4535785578450768
Lab1_G3_V2,12,4,-1.4534898919320836
Lab1_G3_V2,16,4,-1.4529864551316956
Lab1_G3_V2,17,4,-1.4528587711461722
Lab1_G3_V2,20,4,-1.4517843469492295
Lab1_G3_V2,31,4,-1.4517488625562993
Lab1_G3_V2,18,4,-1.4515262073682171
Lab1_G3_V2,21,4,-1.451278129642652
Lab1_G3_V2,10,4,-1.4511352726084146
Lab1_G3_V2,23,4,-1.4506580931687318
Lab1_G3_V2,25,4,-1.4506033554923567
Lab1_G3_V2,39,4,-1.450461822460605
Lab1_G3_V2,32,4,-1.4502444961955954
Lab1_G3_V2,34,4,-1.4499143711354332
Lab1_G3_V2,28,4,-1.4498791997162181
Lab1_G3_V2,24,4,-1.44917602152172
Lab1_G3_V2,27,4,-1.4488578457762022
Lab1_G3_V2,29,4,-1.4488284325794274
Lab1_G3_V2,26,4,-1.4487803618996875
Lab1_G3_V2,40,4,-1.4486060559257297
Lab1_G3_V2,33,4,-1.4484489733038757
Lab1_G3_V2,35,4,-1.4484236378488202
Lab1_G3_V2,30,4,-1.4484165233651332
Lab1_G3_V2,36,4,-1.448257908650711
Lab1_G3_V2,37,4,-1.4481703521175349
Lab1_G3_V2,38,4,-1.4477775945611002
Lab1_G3_V2,7,4,-1.4474674893895796
Lab1_G3_V2,9,4,-1.445941599285339
Lab1_G3_V2,8,4,-1.4456922072494636
Lab1_G3_V2,44,4,-1.4452837429277539
Lab1_G3_V2,46,4,-1.4448875485364612
Lab1_G3_V2,41,4,-1.444563967418782
Lab1_G3_V2,48,4,-1.4443379273909853
Lab1_G3_V2,49,4,-1.4442839257109634
Lab1_G3_V2,61,4,-1.4442289410550373
Lab1_G3_V2,69,4,-1.444182122493889
Lab1_G3_V2,51,4,-1.4438622970186539
Lab1_G3_V2,42,4,-1.443761343950002
Lab1_G3_V2,100,4,-1.443698506941541
Lab1_G3_V2,52,4,-1.4435326478540158
Lab1_G3_V2,43,4,-1.4433807608781593
Lab1_G3_V2,56,4,-1.4429314019030646
Lab1_G3_V2,99,4,-1.4428685895403426
Lab1_G3_V2,4,4,-1.4428648840760419
Lab1_G3_V2,50,4,-1.4427190379522086
Lab1_G3_V2,76,4,-1.4426525426152648
Lab1_G3_V2,70,4,-1.442495755349569
Lab1_G3_V2,65,4,-1.4424745660220928
Lab1_G3_V2,54,4,-1.4424368774818006
Lab1_G3_V2,73,4,-1.4424148163987798
Lab1_G3_V2,58,4,-1.44227945911434
Lab1_G3_V2,45,4,-1.4422031156334651
Lab1_G3_V2,95,4,-1.4421081031560263
Lab1_G3_V2,55,4,-1.442041913359701
Lab1_G3_V2,62,4,-1.4419552265586288
Lab1_G3_V2,74,4,-1.441947707500108
Lab1_G3_V2,59,4,-1.4419450929836934
Lab1_G3_V2,79,4,-1.441893057023391
Lab1_G3_V2,66,4,-1.4417208815549454
Lab1_G3_V2,72,4,-1.4416725751449335
Lab1_G3_V2,84,4,-1.4416410061784433
Lab1_G3_V2,47,4,-1.4416343177290982
Lab1_G3_V2,63,4,-1.4415868518878492
Lab1_G3_V2,60,4,-1.441527853304893
Lab1_G3_V2,94,4,-1.441470867801765
Lab1_G3_V2,91,4,-1.4414070733839917
Lab1_G3_V2,81,4,-1.441400977207404
Lab1_G3_V2,67,4,-1.4411992303477394
Lab1_G3_V2,87,4,-1.4411843898388743
Lab1_G3_V2,98,4,-1.4411473618197126
Lab1_G3_V2,75,4,-1.4411043356298274
Lab1_G3_V2,89,4,-1.4410077873364393
Lab1_G3_V2,71,4,-1.4409362489501865
Lab1_G3_V2,53,4,-1.440868299921169
Lab1_G3_V2,93,4,-1.440835539059637
Lab1_G3_V2,96,4,-1.4406888071155883
Lab1_G3_V2,68,4,-1.4406846349241866
Lab1_G3_V2,88,4,-1.440623828315138
Lab1_G3_V2,78,4,-1.4405846872007109
Lab1_G3_V2,77,4,-1.4405089587940048
Lab1_G3_V2,92,4,-1.4403625320742555
Lab1_G3_V2,97,4,-1.4401770526952014
Lab1_G3_V2,82,4,-1.4401076952079592
Lab1_G3_V2,83,4,-1.4400323117784988
Lab1_G3_V2,57,4,-1.440016155137211
Lab1_G3_V2,85,4,-1.4399174523764726
Lab1_G3_V2,80,4,-1.4398342979956706
Lab1_G3_V2,86,4,-1.439827673792601
Lab1_G3_V2,90,4,-1.4393467792793406
Lab1_G3_V2,64,4,-1.4393455812670153
Lab1_G3_V2,2,4,-1.4390398697447002
Lab1_G3_V2,3,4,-1.438952975941459
Lab1_G3_V2,6,4,-1.4386624539734445
Lab1_G3_V2,5,4,-1.4363088078355541
Lab1_G3_V2,1,4,-1.4228094180300763
Lab1_G3_V2,11,5,-1.4128766696044353
Lab1_G3_V2,9,5,-1.4101987949345935
Lab1_G3_V2,15,5,-1.4090840844984638
Lab1_G3_V2,13,5,-1.4089588229606476
Lab1_G3_V2,12,5,-1.4088482235923814
Lab1_G3_V2,14,5,-1.408456985743213
Lab1_G3_V2,19,5,-1.4084022879921598
Lab1_G3_V2,16,5,-1.4074171944743654
Lab1_G3_V2,17,5,-1.406534400001027
Lab1_G3_V2,10,5,-1.4063010699457852
Lab1_G3_V2,20,5,-1.406251226646443
Lab1_G3_V2,18,5,-1.406186315440814
Lab1_G3_V2,8,5,-1.4054730327853773
Lab1_G3_V2,21,5,-1.4050302601762532
Lab1_G3_V2,7,5,-1.4045169498748522
Lab1_G3_V2,23,5,-1.4042579292848787
Lab1_G3_V2,22,5,-1.4039999700838715
Lab1_G3_V2,29,5,-1.4031455704091904
Lab1_G3_V2,34,5,-1.403099938460557
Lab1_G3_V2,28,5,-1.4027188958494718
Lab1_G3_V2,24,5,-1.4027050212829753
Lab1_G3_V2,31,5,-1.40247549649325
Lab1_G3_V2,30,5,-1.4024188218159248
Lab1_G3_V2,6,5,-1.4021174981046542
Lab1_G3_V2,25,5,-1.4020628396831405
Lab1_G3_V2,26,5,-1.4016406539430233
Lab1_G3_V2,32,5,-1.401531314326939
Lab1_G3_V2,37,5,-1.4014466281897224
Lab1_G3_V2,38,5,-1.401240882406851
Lab1_G3_V2,27,5,-1.40085103060412
Lab1_G3_V2,35,5,-1.4004486538407974
Lab1_G3_V2,36,5,-1.4004301841160363
Lab1_G3_V2,39,5,-1.400068288892915
Lab1_G3_V2,33,5,-1.399933645656825
Lab1_G3_V2,40,5,-1.399300968128208
Lab1_G3_V2,47,5,-1.397748955094072
Lab1_G3_V2,42,5,-1.3976716748225493
Lab1_G3_V2,51,5,-1.3976607579133142
Lab1_G3_V2,48,5,-1.397415982744605
Lab1_G3_V2,3,5,-1.397343919344815
Lab1_G3_V2,5,5,-1.3971971439293138
Lab1_G3_V2,70,5,-1.3969753466742783
Lab1_G3_V2,58,5,-1.3968275900001867
Lab1_G3_V2,41,5,-1.3965833005857387
Lab1_G3_V2,46,5,-1.396418839620192
Lab1_G3_V2,2,5,-1.3962871393740741
Lab1_G3_V2,97,5,-1.3961495967660424
Lab1_G3_V2,52,5,-1.3960760245664523
Lab1_G3_V2,81,5,-1.3959131606996433
Lab1_G3_V2,64,5,-1.3958575977065415
Lab1_G3_V2,93,5,-1.395847737876484
Lab1_G3_V2,84,5,-1.3958283757754952
Lab1_G3_V2,56,5,-1.3958023071391266
Lab1_G3_V2,55,5,-1.395772353506868
Lab1_G3_V2,59,5,-1.395679850135002
Lab1_G3_V2,73,5,-1.3956771601083495
Lab1_G3_V2,57,5,-1.395629223412744
Lab1_G3_V2,43,5,-1.3954368027754238
Lab1_G3_V2,44,5,-1.3954149535174862
Lab1_G3_V2,50,5,-1.3953371750532377
Lab1_G3_V2,76,5,-1.3952953003396669
Lab1_G3_V2,61,5,-1.3952851608178114
Lab1_G3_V2,68,5,-1.395254777490973
Lab1_G3_V2,53,5,-1.3952083820577688
Lab1_G3_V2,85,5,-1.395178561485937
Lab1_G3_V2,71,5,-1.3951603167735296
Lab1_G3_V2,74,5,-1.3951393542847594
Lab1_G3_V2,45,5,-1.3951308287843809
Lab1_G3_V2,65,5,-1.394965722471395
Lab1_G3_V2,98,5,-1.394925355852628
Lab1_G3_V2,60,5,-1.3949181120705467
Lab1_G3_V2,72,5,-1.394915354955206
Lab1_G3_V2,49,5,-1.3948889494722758
Lab1_G3_V2,100,5,-1.3947445056167922
Lab1_G3_V2,63,5,-1.394734437070359
Lab1_G3_V2,94,5,-1.3945753615986698
Lab1_G3_V2,87,5,-1.394409662035618
Lab1_G3_V2,77,5,-1.3943589290178837
Lab1_G3_V2,62,5,-1.3942467388594766
Lab1_G3_V2,54,5,-1.394135986414453
Lab1_G3_V2,75,5,-1.394059714628727
Lab1_G3_V2,83,5,-1.3938865008199721
Lab1_G3_V2,99,5,-1.3938829228002563
Lab1_G3_V2,80,5,-1.393728845070095
Lab1_G3_V2,66,5,-1.393688354759986
Lab1_G3_V2,79,5,-1.3935535185551253
Lab1_G3_V2,96,5,-1.3933152214490578
Lab1_G3_V2,89,5,-1.3931201542941252
Lab1_G3_V2,4,5,-1.3930935027752298
Lab1_G3_V2,92,5,-1.3929464782759
Lab1_G3_V2,95,5,-1.3929443597346352
Lab1_G3_V2,91,5,-1.3928872745155532
Lab1_G3_V2,88,5,-1.392659402214279
Lab1_G3_V2,67,5,-1.3926526676787119
Lab1_G3_V2,82,5,-1.3925543631799902
Lab1_G3_V2,86,5,-1.3923779954846731
Lab1_G3_V2,90,5,-1.3923526434424198
Lab1_G3_V2,69,5,-1.3923226951222873
Lab1_G3_V2,78,5,-1.3919660067600665
Lab1_G3_V2,1,5,-1.3807078390589607
Lab1_G3_V2,8,6,-1.3762202386286964
Lab1_G3_V2,9,6,-1.3758332847473513
Lab1_G3_V2,11,6,-1.3739273302750954
Lab1_G3_V2,12,6,-1.3725574467991997
Lab1_G3_V2,13,6,-1.372319570216883
Lab1_G3_V2,7,6,-1.371290172607079
Lab1_G3_V2,17,6,-1.370828467573371
Lab1_G3_V2,14,6,-1.3708192255002571
Lab1_G3_V2,10,6,-1.369774747155971
Lab1_G3_V2,19,6,-1.3689862714865915
Lab1_G3_V2,15,6,-1.3684140936206235
Lab1_G3_V2,20,6,-1.3679289270719055
Lab1_G3_V2,18,6,-1.3678690899808768
Lab1_G3_V2,16,6,-1.3665790414088348
Lab1_G3_V2,22,6,-1.3660967970825502
Lab1_G3_V2,5,6,-1.3655474310686806
Lab1_G3_V2,38,6,-1.365305184258999
Lab1_G3_V2,26,6,-1.3650431025523928
Lab1_G3_V2,23,6,-1.3646912610503914
Lab1_G3_V2,21,6,-1.3645524678971654
Lab1_G3_V2,6,6,-1.3640760778567274
Lab1_G3_V2,34,6,-1.3636179633495147
Lab1_G3_V2,25,6,-1.3636091379107347
Lab1_G3_V2,28,6,-1.3634807799763604
Lab1_G3_V2,31,6,-1.3631943227885905
Lab1_G3_V2,32,6,-1.3629773446644158
Lab1_G3_V2,29,6,-1.3628825511060534
Lab1_G3_V2,36,6,-1.3627791645689393
Lab1_G3_V2,30,6,-1.3626610110934807
Lab1_G3_V2,33,6,-1.3626284359782117
Lab1_G3_V2,24,6,-1.3624601728068535
Lab1_G3_V2,27,6,-1.3621998473520707
Lab1_G3_V2,35,6,-1.3619622101494924
Lab1_G3_V2,39,6,-1.3618990882879842
Lab1_G3_V2,40,6,-1.3617684039545999
Lab1_G3_V2,37,6,-1.3613377154018889
Lab1_G3_V2,4,6,-1.3600518156730543
Lab1_G3_V2,42,6,-1.359063038402896
Lab1_G3_V2,3,6,-1.3587802711628898
Lab1_G3_V2,59,6,-1.3584599802519695
Lab1_G3_V2,68,6,-1.358364660338122
Lab1_G3_V2,48,6,-1.3583302602650233
Lab1_G3_V2,51,6,-1.3580959463406634
Lab1_G3_V2,2,6,-1.358059883808795
Lab1_G3_V2,62,6,-1.357969084976153
Lab1_G3_V2,56,6,-1.357900336801461
Lab1_G3_V2,41,6,-1.3578297007056415
Lab1_G3_V2,50,6,-1.357738749678507
Lab1_G3_V2,52,6,-1.3577351266613658
Lab1_G3_V2,60,6,-1.357417533119823
Lab1_G3_V2,55,6,-1.3572409790914557
Lab1_G3_V2,83,6,-1.3572090582908392
Lab1_G3_V2,57,6,-1.357141891595545
Lab1_G3_V2,43,6,-1.3571383075114676
Lab1_G3_V2,76,6,-1.3571321233470008
Lab1_G3_V2,45,6,-1.3569398029453426
Lab1_G3_V2,92,6,-1.356834132065912
Lab1_G3_V2,46,6,-1.3567970618985192
Lab1_G3_V2,61,6,-1.356727923634495
Lab1_G3_V2,72,6,-1.3567178220000113
Lab1_G3_V2,47,6,-1.3566629084246586
Lab1_G3_V2,77,6,-1.3565836069766373
Lab1_G3_V2,44,6,-1.3564558180588864
Lab1_G3_V2,85,6,-1.3564000936537814
Lab1_G3_V2,87,6,-1.3563218512326798
Lab1_G3_V2,53,6,-1.3562677570284514
Lab1_G3_V2,94,6,-1.356224408962379
Lab1_G3_V2,63,6,-1.3561287056031237
Lab1_G3_V2,97,6,-1.3561208809248453
Lab1_G3_V2,81,6,-1.3560929730014202
Lab1_G3_V2,82,6,-1.3560830981799874
Lab1_G3_V2,74,6,-1.3559411407306632
Lab1_G3_V2,49,6,-1.3558915688001425
Lab1_G3_V2,75,6,-1.3558871241349209
Lab1_G3_V2,65,6,-1.355862147832514
Lab1_G3_V2,96,6,-1.3558502659055065
Lab1_G3_V2,88,6,-1.355834580520203
Lab1_G3_V2,70,6,-1.355806093676138
Lab1_G3_V2,66,6,-1.355778150899779
Lab1_G3_V2,69,6,-1.3557629457872242
Lab1_G3_V2,64,6,-1.355616439912801
Lab1_G3_V2,71,6,-1.355458186376299
Lab1_G3_V2,79,6,-1.3554419511151727
Lab1_G3_V2,73,6,-1.3553258593027018
Lab1_G3_V2,99,6,-1.3552775385514608
Lab1_G3_V2,84,6,-1.3551115463014922
Lab1_G3_V2,95,6,-1.3549620693653797
Lab1_G3_V2,98,6,-1.3549571919649048
Lab1_G3_V2,54,6,-1.3549439433104529
Lab1_G3_V2,91,6,-1.3548862633812604
Lab1_G3_V2,90,6,-1.3547828837879903
Lab1_G3_V2,93,6,-1.3547608612351432
Lab1_G3_V2,58,6,-1.3543660274899527
Lab1_G3_V2,67,6,-1.3542426535573746
Lab1_G3_V2,80,6,-1.3535109151300688
Lab1_G3_V2,100,6,-1.353307816153928
Lab1_G3_V2,89,6,-1.353283939798236
Lab1_G3_V2,78,6,-1.3532760340436796
Lab1_G3_V2,86,6,-1.3529584618131492
Lab1_G3_V2,1,6,-1.3454947949382121
Lab1_G3_V2,9,7,-1.3448332969918084
Lab1_G3_V2,8,7,-1.3441738759073885
Lab1_G3_V2,7,7,-1.3438657327401886
Lab1_G3_V2,6,7,-1.3416244893212985
Lab1_G3_V2,11,7,-1.3410140225729352
Lab1_G3_V2,10,7,-1.340298890544673
Lab1_G3_V2,13,7,-1.3399112698167182
Lab1_G3_V2,14,7,-1.3390584852553777
Lab1_G3_V2,12,7,-1.3388960045311276
Lab1_G3_V2,5,7,-1.3374678787202001
Lab1_G3_V2,17,7,-1.336910469392173
Lab1_G3_V2,19,7,-1.336179301802242
Lab1_G3_V2,20,7,-1.3360593692196598
Lab1_G3_V2,16,7,-1.3359824016528992
Lab1_G3_V2,4,7,-1.3358697298521918
Lab1_G3_V2,15,7,-1.3344113980984218
Lab1_G3_V2,18,7,-1.3340355070756802
Lab1_G3_V2,21,7,-1.332118494833601
Lab1_G3_V2,26,7,-1.3312892510507714
Lab1_G3_V2,34,7,-1.331084455362558
Lab1_G3_V2,38,7,-1.331061610183092
Lab1_G3_V2,33,7,-1.330878845329067
Lab1_G3_V2,30,7,-1.330797945604375
Lab1_G3_V2,31,7,-1.3306866298700062
Lab1_G3_V2,29,7,-1.3302333668317745
Lab1_G3_V2,24,7,-1.3302148223184453
Lab1_G3_V2,32,7,-1.3298632098294823
Lab1_G3_V2,36,7,-1.329853084959722
Lab1_G3_V2,23,7,-1.3297298544771021
Lab1_G3_V2,35,7,-1.3296618782522458
Lab1_G3_V2,22,7,-1.3293927217728294
Lab1_G3_V2,25,7,-1.329316383201578
Lab1_G3_V2,27,7,-1.329271129445506
Lab1_G3_V2,28,7,-1.3292256358610486
Lab1_G3_V2,37,7,-1.3285060658324888
Lab1_G3_V2,40,7,-1.3277529557718766
Lab1_G3_V2,3,7,-1.3277453912055206
Lab1_G3_V2,39,7,-1.327724076421226
Lab1_G3_V2,52,7,-1.325870730530974
Lab1_G3_V2,56,7,-1.325660268805418
Lab1_G3_V2,47,7,-1.3253082410293222
Lab1_G3_V2,59,7,-1.3252004223317846
